Sample in Buffer,Sample in Window,TRIGGER,cos_500kHz[15:0],cos_1MHz[15:0],cos_2MHz[15:0],cos_2_8MHz_wc[15:0],outputCos[17:0],filteredCos[18:0]
2238,2238,0,-13,-14197,8193,31744,6271,12085
2239,2239,0,-4254,-16385,16384,-2048,26680,12142
2240,2240,0,-8205,-14189,8188,-32256,-10399,17294
2241,2241,0,-11596,-8189,-8196,-5120,-45509,12532
2242,2242,0,-14197,3,-16385,31232,-22860,-412
2243,2243,0,-15830,8197,-8191,11264,12939,-6076
2244,2244,0,-16385,14193,8193,-28928,-2516,-2082
2245,2245,0,-15826,16384,16384,-17664,-36169,-2451
2246,2246,0,-14189,14183,8188,25088,-21202,-11187
2247,2247,0,-11584,8182,-8196,22528,20037,-15090
2248,2248,0,-8189,-13,-16385,-20736,12986,-8195
2249,2249,0,-4238,-8205,-8191,-27136,-33029,-3925
2250,2250,0,3,-14197,8193,14848,-37525,-11692
2251,2251,0,4245,-16385,16384,29952,9800,-19612
2252,2252,0,8197,-14189,8188,-8192,30100,-14711
2253,2253,0,11589,-8189,-8196,-31744,-5043,-5348
2254,2254,0,14193,3,-16385,2048,-26299,-5941
2255,2255,0,15827,8197,-8191,32256,12145,-11774
2256,2256,0,16384,14193,8193,5120,50133,-7266
2257,2257,0,15823,16384,16384,-31232,30648,6175
2258,2258,0,14183,14183,8188,-11264,-3121,13065
2259,2259,0,11578,8182,-8196,28928,12057,10651
2260,2260,0,8182,-13,-16385,17664,42548,12333
2261,2261,0,4230,-8205,-8191,-25088,21742,21428
2262,2262,0,-13,-14197,8193,-22528,-27009,24185
2263,2263,0,-4254,-16385,16384,20736,-27592,14409
2264,2264,0,-8205,-14189,8188,27136,12385,5709
2265,2265,0,-11596,-8189,-8196,-14848,13883,8091
2266,2266,0,-14197,3,-16385,-29952,-32588,10550
2267,2267,0,-15830,8197,-8191,8192,-48245,1084
2268,2268,0,-16385,14193,8193,31744,-5588,-11113
2269,2269,0,-15826,16384,16384,-2048,24503,-11121
2270,2270,0,-14189,14183,8188,-32256,-5586,-3606
2271,2271,0,-11584,8182,-8196,-5120,-37307,-4552
2272,2272,0,-8189,-13,-16385,31232,-14662,-13310
2273,2273,0,-4238,-8205,-8191,11264,18939,-15312
2274,2274,0,3,-14197,8193,-28928,875,-8664
2275,2275,0,4245,-16385,16384,-17664,-33976,-7363
2276,2276,0,8197,-14189,8188,25088,-17516,-14937
2277,2277,0,11589,-8189,-8196,22528,28237,-17449
2278,2278,0,14193,3,-16385,-20736,27973,-8209
2279,2279,0,15827,8197,-8191,-27136,-10639,-190
2280,2280,0,16384,14193,8193,14848,-9259,-2826
2281,2281,0,15823,16384,16384,29952,40376,-4788
2282,2282,0,14183,14183,8188,-8192,58063,5904
2283,2283,0,11578,8182,-8196,-31744,15129,19681
2284,2284,0,8182,-13,-16385,2048,-18124,21003
2285,2285,0,4230,-8205,-8191,32256,6126,13846
2286,2286,0,-13,-14197,8193,5120,30335,13646
2287,2287,0,-4254,-16385,16384,-31232,56,19524
2288,2288,0,-8205,-14189,8188,-11264,-39583,17097
2289,2289,0,-11596,-8189,-8196,28928,-24517,5064
2290,2290,0,-14197,3,-16385,17664,11188,-1699
2291,2291,0,-15830,8197,-8191,-25088,-629,1310
2292,2292,0,-16385,14193,8193,-22528,-38868,989
2293,2293,0,-15826,16384,16384,20736,-29769,-8852
2294,2294,0,-14189,14183,8188,27136,17198,-15188
2295,2295,0,-11584,8182,-8196,-14848,22085,-8990
2296,2296,0,-8189,-13,-16385,-29952,-24390,-2345
2297,2297,0,-4238,-8205,-8191,8192,-42245,-8150
2298,2298,0,3,-14197,8193,31744,-2197,-17693
2299,2299,0,4245,-16385,16384,-2048,26696,-16031
2300,2300,0,8197,-14189,8188,-32256,-1900,-7354
2301,2301,0,11589,-8189,-8196,-5120,-29107,-6910
2302,2302,0,14193,3,-16385,31232,325,-13323
2303,2303,0,15827,8197,-8191,11264,41329,-11577
2304,2304,0,16384,14193,8193,-28928,29141,202
2305,2305,0,15823,16384,16384,-17664,-3400,7462
2306,2306,0,14183,14183,8188,25088,10447,5679
2307,2307,0,11578,8182,-8196,22528,48409,7580
2308,2308,0,8182,-13,-16385,-20736,36148,18734
2309,2309,0,4230,-8205,-8191,-27136,-16658,25429
2310,2310,0,-13,-14197,8193,14848,-29057,18085
2311,2311,0,-4254,-16385,16384,29952,9784,8560
2312,2312,0,-8205,-14189,8188,-8192,21601,9936
2313,2313,0,-11596,-8189,-8196,-31744,-21445,14094
2314,2314,0,-14197,3,-16385,2048,-49484,6971
2315,2315,0,-15830,8197,-8191,32256,-16245,-6272
2316,2316,0,-16385,14193,8193,5120,18476,-9550
2317,2317,0,-15826,16384,16384,-31232,-2121,-3738
2318,2318,0,-14189,14183,8188,-11264,-34770,-3801
2319,2319,0,-11584,8182,-8196,28928,-16315,-12019
2320,2320,0,-8189,-13,-16385,17664,19386,-14596
2321,2321,0,-4238,-8205,-8191,-25088,5371,-7925
2322,2322,0,3,-14197,8193,-22528,-35477,-5592
2323,2323,0,4245,-16385,16384,20736,-27576,-13763
2324,2324,0,8197,-14189,8188,27136,20884,-18937
2325,2325,0,11589,-8189,-8196,-14848,30285,-11349
2326,2326,0,14193,3,-16385,-29952,-9403,-2360
2327,2327,0,15827,8197,-8191,8192,-19855,-4416
2328,2328,0,16384,14193,8193,31744,26069,-8828
2329,2329,0,15823,16384,16384,-2048,57272,-1208
2330,2330,0,14183,14183,8188,-32256,26063,13261
2331,2331,0,11578,8182,-8196,-5120,-8935,18119
2332,2332,0,8182,-13,-16385,31232,8500,13620
2333,2333,0,4230,-8205,-8191,11264,35310,14042
2334,2334,0,-13,-14197,8193,-28928,9343,21114
2335,2335,0,-4254,-16385,16384,-17664,-33992,20810
2336,2336,0,-8205,-14189,8188,25088,-26015,9710
2337,2337,0,-11596,-8189,-8196,22528,11835,1992
2338,2338,0,-14197,3,-16385,-20736,4788,4701
2339,2339,0,-15830,8197,-8191,-27136,-39029,5310
2340,2340,0,-16385,14193,8193,14848,-40916,-5111
2341,2341,0,-15826,16384,16384,29952,7607,-14702
2342,2342,0,-14189,14183,8188,-8192,26414,-10963
2343,2343,0,-11584,8182,-8196,-31744,-13243,-2990
2344,2344,0,-8189,-13,-16385,2048,-41286,-5927
2345,2345,0,-4238,-8205,-8191,32256,-10245,-15508
2346,2346,0,3,-14197,8193,5120,21867,-16131
2347,2347,0,4245,-16385,16384,-31232,72,-8648
2348,2348,0,8197,-14189,8188,-11264,-31084,-7549
2349,2349,0,11589,-8189,-8196,28928,-8115,-14377
2350,2350,0,14193,3,-16385,17664,34373,-14609
2351,2351,0,15827,8197,-8191,-25088,27761,-4190
2352,2352,0,16384,14193,8193,-22528,-7211,3274
2353,2353,0,15823,16384,16384,20736,3000,1062
2354,2354,0,14183,14183,8188,27136,48847,1679
2355,2355,0,11578,8182,-8196,-14848,50457,13680
2356,2356,0,8182,-13,-16385,-29952,-1228,24584
2357,2357,0,4230,-8205,-8191,8192,-25874,21204
2358,2358,0,-13,-14197,8193,31744,6271,12085
2359,2359,0,-4254,-16385,16384,-2048,26680,12142
2360,2360,0,-8205,-14189,8188,-32256,-10399,17294
2361,2361,0,-11596,-8189,-8196,-5120,-45509,12532
2362,2362,0,-14197,3,-16385,31232,-22860,-412
2363,2363,0,-15830,8197,-8191,11264,12939,-6076
2364,2364,0,-16385,14193,8193,-28928,-2516,-2082
2365,2365,0,-15826,16384,16384,-17664,-36169,-2451
2366,2366,0,-14189,14183,8188,25088,-21202,-11187
2367,2367,0,-11584,8182,-8196,22528,20037,-15090
2368,2368,0,-8189,-13,-16385,-20736,12986,-8195
2369,2369,0,-4238,-8205,-8191,-27136,-33029,-3925
2370,2370,0,3,-14197,8193,14848,-37525,-11692
2371,2371,0,4245,-16385,16384,29952,9800,-19612
2372,2372,0,8197,-14189,8188,-8192,30100,-14711
2373,2373,0,11589,-8189,-8196,-31744,-5043,-5348
2374,2374,0,14193,3,-16385,2048,-26299,-5941
2375,2375,0,15827,8197,-8191,32256,12145,-11774
2376,2376,0,16384,14193,8193,5120,50133,-7266
2377,2377,0,15823,16384,16384,-31232,30648,6175
2378,2378,0,14183,14183,8188,-11264,-3121,13065
2379,2379,0,11578,8182,-8196,28928,12057,10651
2380,2380,0,8182,-13,-16385,17664,42548,12333
2381,2381,0,4230,-8205,-8191,-25088,21742,21428
2382,2382,0,-13,-14197,8193,-22528,-27009,24185
2383,2383,0,-4254,-16385,16384,20736,-27592,14409
2384,2384,0,-8205,-14189,8188,27136,12385,5709
2385,2385,0,-11596,-8189,-8196,-14848,13883,8091
2386,2386,0,-14197,3,-16385,-29952,-32588,10550
2387,2387,0,-15830,8197,-8191,8192,-48245,1084
2388,2388,0,-16385,14193,8193,31744,-5588,-11113
2389,2389,0,-15826,16384,16384,-2048,24503,-11121
2390,2390,0,-14189,14183,8188,-32256,-5586,-3606
2391,2391,0,-11584,8182,-8196,-5120,-37307,-4552
2392,2392,0,-8189,-13,-16385,31232,-14662,-13310
2393,2393,0,-4238,-8205,-8191,11264,18939,-15312
2394,2394,0,3,-14197,8193,-28928,875,-8664
2395,2395,0,4245,-16385,16384,-17664,-33976,-7363
2396,2396,0,8197,-14189,8188,25088,-17516,-14937
2397,2397,0,11589,-8189,-8196,22528,28237,-17449
2398,2398,0,14193,3,-16385,-20736,27973,-8209
2399,2399,0,15827,8197,-8191,-27136,-10639,-190
2400,2400,0,16384,14193,8193,14848,-9259,-2826
2401,2401,0,15823,16384,16384,29952,40376,-4788
2402,2402,0,14183,14183,8188,-8192,58063,5904
2403,2403,0,11578,8182,-8196,-31744,15129,19681
2404,2404,0,8182,-13,-16385,2048,-18124,21003
2405,2405,0,4230,-8205,-8191,32256,6126,13846
2406,2406,0,-13,-14197,8193,5120,30335,13646
2407,2407,0,-4254,-16385,16384,-31232,56,19524
2408,2408,0,-8205,-14189,8188,-11264,-39583,17097
2409,2409,0,-11596,-8189,-8196,28928,-24517,5064
2410,2410,0,-14197,3,-16385,17664,11188,-1699
2411,2411,0,-15830,8197,-8191,-25088,-629,1310
2412,2412,0,-16385,14193,8193,-22528,-38868,989
2413,2413,0,-15826,16384,16384,20736,-29769,-8852
2414,2414,0,-14189,14183,8188,27136,17198,-15188
2415,2415,0,-11584,8182,-8196,-14848,22085,-8990
2416,2416,0,-8189,-13,-16385,-29952,-24390,-2345
2417,2417,0,-4238,-8205,-8191,8192,-42245,-8150
2418,2418,0,3,-14197,8193,31744,-2197,-17693
2419,2419,0,4245,-16385,16384,-2048,26696,-16031
2420,2420,0,8197,-14189,8188,-32256,-1900,-7354
2421,2421,0,11589,-8189,-8196,-5120,-29107,-6910
2422,2422,0,14193,3,-16385,31232,325,-13323
2423,2423,0,15827,8197,-8191,11264,41329,-11577
2424,2424,0,16384,14193,8193,-28928,29141,202
2425,2425,0,15823,16384,16384,-17664,-3400,7462
2426,2426,0,14183,14183,8188,25088,10447,5679
2427,2427,0,11578,8182,-8196,22528,48409,7580
2428,2428,0,8182,-13,-16385,-20736,36148,18734
2429,2429,0,4230,-8205,-8191,-27136,-16658,25429
2430,2430,0,-13,-14197,8193,14848,-29057,18085
2431,2431,0,-4254,-16385,16384,29952,9784,8560
2432,2432,0,-8205,-14189,8188,-8192,21601,9936
2433,2433,0,-11596,-8189,-8196,-31744,-21445,14094
2434,2434,0,-14197,3,-16385,2048,-49484,6971
2435,2435,0,-15830,8197,-8191,32256,-16245,-6272
2436,2436,0,-16385,14193,8193,5120,18476,-9550
2437,2437,0,-15826,16384,16384,-31232,-2121,-3738
2438,2438,0,-14189,14183,8188,-11264,-34770,-3801
2439,2439,0,-11584,8182,-8196,28928,-16315,-12019
2440,2440,0,-8189,-13,-16385,17664,19386,-14596
2441,2441,0,-4238,-8205,-8191,-25088,5371,-7925
2442,2442,0,3,-14197,8193,-22528,-35477,-5592
2443,2443,0,4245,-16385,16384,20736,-27576,-13763
2444,2444,0,8197,-14189,8188,27136,20884,-18937
2445,2445,0,11589,-8189,-8196,-14848,30285,-11349
2446,2446,0,14193,3,-16385,-29952,-9403,-2360
2447,2447,0,15827,8197,-8191,8192,-19855,-4416
2448,2448,0,16384,14193,8193,31744,26069,-8828
2449,2449,0,15823,16384,16384,-2048,57272,-1208
2450,2450,0,14183,14183,8188,-32256,26063,13261
2451,2451,0,11578,8182,-8196,-5120,-8935,18119
2452,2452,0,8182,-13,-16385,31232,8500,13620
2453,2453,0,4230,-8205,-8191,11264,35310,14042
2454,2454,0,-13,-14197,8193,-28928,9343,21114
2455,2455,0,-4254,-16385,16384,-17664,-33992,20810
2456,2456,0,-8205,-14189,8188,25088,-26015,9710
2457,2457,0,-11596,-8189,-8196,22528,11835,1992
2458,2458,0,-14197,3,-16385,-20736,4788,4701
2459,2459,0,-15830,8197,-8191,-27136,-39029,5310
2460,2460,0,-16385,14193,8193,14848,-40916,-5111
2461,2461,0,-15826,16384,16384,29952,7607,-14702
2462,2462,0,-14189,14183,8188,-8192,26414,-10963
2463,2463,0,-11584,8182,-8196,-31744,-13243,-2990
2464,2464,0,-8189,-13,-16385,2048,-41286,-5927
2465,2465,0,-4238,-8205,-8191,32256,-10245,-15508
2466,2466,0,3,-14197,8193,5120,21867,-16131
2467,2467,0,4245,-16385,16384,-31232,72,-8648
2468,2468,0,8197,-14189,8188,-11264,-31084,-7549
2469,2469,0,11589,-8189,-8196,28928,-8115,-14377
2470,2470,0,14193,3,-16385,17664,34373,-14609
2471,2471,0,15827,8197,-8191,-25088,27761,-4190
2472,2472,0,16384,14193,8193,-22528,-7211,3274
2473,2473,0,15823,16384,16384,20736,3000,1062
2474,2474,0,14183,14183,8188,27136,48847,1679
2475,2475,0,11578,8182,-8196,-14848,50457,13680
2476,2476,0,8182,-13,-16385,-29952,-1228,24584
2477,2477,0,4230,-8205,-8191,8192,-25874,21204
2478,2478,0,-13,-14197,8193,31744,6271,12085
2479,2479,0,-4254,-16385,16384,-2048,26680,12142
2480,2480,0,-8205,-14189,8188,-32256,-10399,17294
2481,2481,0,-11596,-8189,-8196,-5120,-45509,12532
2482,2482,0,-14197,3,-16385,31232,-22860,-412
2483,2483,0,-15830,8197,-8191,11264,12939,-6076
2484,2484,0,-16385,14193,8193,-28928,-2516,-2082
2485,2485,0,-15826,16384,16384,-17664,-36169,-2451
2486,2486,0,-14189,14183,8188,25088,-21202,-11187
2487,2487,0,-11584,8182,-8196,22528,20037,-15090
2488,2488,0,-8189,-13,-16385,-20736,12986,-8195
2489,2489,0,-4238,-8205,-8191,-27136,-33029,-3925
2490,2490,0,3,-14197,8193,14848,-37525,-11692
2491,2491,0,4245,-16385,16384,29952,9800,-19612
2492,2492,0,8197,-14189,8188,-8192,30100,-14711
2493,2493,0,11589,-8189,-8196,-31744,-5043,-5348
2494,2494,0,14193,3,-16385,2048,-26299,-5941
2495,2495,0,15827,8197,-8191,32256,12145,-11774
2496,2496,0,16384,14193,8193,5120,50133,-7266
2497,2497,0,15823,16384,16384,-31232,30648,6175
2498,2498,0,14183,14183,8188,-11264,-3121,13065
2499,2499,0,11578,8182,-8196,28928,12057,10651
2500,2500,0,8182,-13,-16385,17664,42548,12333
2501,2501,0,4230,-8205,-8191,-25088,21742,21428
2502,2502,0,-13,-14197,8193,-22528,-27009,24185
2503,2503,0,-4254,-16385,16384,20736,-27592,14409
2504,2504,0,-8205,-14189,8188,27136,12385,5709
2505,2505,0,-11596,-8189,-8196,-14848,13883,8091
2506,2506,0,-14197,3,-16385,-29952,-32588,10550
2507,2507,0,-15830,8197,-8191,8192,-48245,1084
2508,2508,0,-16385,14193,8193,31744,-5588,-11113
2509,2509,0,-15826,16384,16384,-2048,24503,-11121
2510,2510,0,-14189,14183,8188,-32256,-5586,-3606
2511,2511,0,-11584,8182,-8196,-5120,-37307,-4552
2512,2512,0,-8189,-13,-16385,31232,-14662,-13310
2513,2513,0,-4238,-8205,-8191,11264,18939,-15312
2514,2514,0,3,-14197,8193,-28928,875,-8664
2515,2515,0,4245,-16385,16384,-17664,-33976,-7363
2516,2516,0,8197,-14189,8188,25088,-17516,-14937
2517,2517,0,11589,-8189,-8196,22528,28237,-17449
2518,2518,0,14193,3,-16385,-20736,27973,-8209
2519,2519,0,15827,8197,-8191,-27136,-10639,-190
2520,2520,0,16384,14193,8193,14848,-9259,-2826
2521,2521,0,15823,16384,16384,29952,40376,-4788
2522,2522,0,14183,14183,8188,-8192,58063,5904
2523,2523,0,11578,8182,-8196,-31744,15129,19681
2524,2524,0,8182,-13,-16385,2048,-18124,21003
2525,2525,0,4230,-8205,-8191,32256,6126,13846
2526,2526,0,-13,-14197,8193,5120,30335,13646
2527,2527,0,-4254,-16385,16384,-31232,56,19524
2528,2528,0,-8205,-14189,8188,-11264,-39583,17097
2529,2529,0,-11596,-8189,-8196,28928,-24517,5064
2530,2530,0,-14197,3,-16385,17664,11188,-1699
2531,2531,0,-15830,8197,-8191,-25088,-629,1310
2532,2532,0,-16385,14193,8193,-22528,-38868,989
2533,2533,0,-15826,16384,16384,20736,-29769,-8852
2534,2534,0,-14189,14183,8188,27136,17198,-15188
2535,2535,0,-11584,8182,-8196,-14848,22085,-8990
2536,2536,0,-8189,-13,-16385,-29952,-24390,-2345
2537,2537,0,-4238,-8205,-8191,8192,-42245,-8150
2538,2538,0,3,-14197,8193,31744,-2197,-17693
2539,2539,0,4245,-16385,16384,-2048,26696,-16031
2540,2540,0,8197,-14189,8188,-32256,-1900,-7354
2541,2541,0,11589,-8189,-8196,-5120,-29107,-6910
2542,2542,0,14193,3,-16385,31232,325,-13323
2543,2543,0,15827,8197,-8191,11264,41329,-11577
2544,2544,0,16384,14193,8193,-28928,29141,202
2545,2545,0,15823,16384,16384,-17664,-3400,7462
2546,2546,0,14183,14183,8188,25088,10447,5679
2547,2547,0,11578,8182,-8196,22528,48409,7580
2548,2548,0,8182,-13,-16385,-20736,36148,18734
2549,2549,0,4230,-8205,-8191,-27136,-16658,25429
2550,2550,0,-13,-14197,8193,14848,-29057,18085
2551,2551,0,-4254,-16385,16384,29952,9784,8560
2552,2552,0,-8205,-14189,8188,-8192,21601,9936
2553,2553,0,-11596,-8189,-8196,-31744,-21445,14094
2554,2554,0,-14197,3,-16385,2048,-49484,6971
2555,2555,0,-15830,8197,-8191,32256,-16245,-6272
2556,2556,0,-16385,14193,8193,5120,18476,-9550
2557,2557,0,-15826,16384,16384,-31232,-2121,-3738
2558,2558,0,-14189,14183,8188,-11264,-34770,-3801
2559,2559,0,-11584,8182,-8196,28928,-16315,-12019
2560,2560,0,-8189,-13,-16385,17664,19386,-14596
2561,2561,0,-4238,-8205,-8191,-25088,5371,-7925
2562,2562,0,3,-14197,8193,-22528,-35477,-5592
2563,2563,0,4245,-16385,16384,20736,-27576,-13763
2564,2564,0,8197,-14189,8188,27136,20884,-18937
2565,2565,0,11589,-8189,-8196,-14848,30285,-11349
2566,2566,0,14193,3,-16385,-29952,-9403,-2360
2567,2567,0,15827,8197,-8191,8192,-19855,-4416
2568,2568,0,16384,14193,8193,31744,26069,-8828
2569,2569,0,15823,16384,16384,-2048,57272,-1208
2570,2570,0,14183,14183,8188,-32256,26063,13261
2571,2571,0,11578,8182,-8196,-5120,-8935,18119
2572,2572,0,8182,-13,-16385,31232,8500,13620
2573,2573,0,4230,-8205,-8191,11264,35310,14042
2574,2574,0,-13,-14197,8193,-28928,9343,21114
2575,2575,0,-4254,-16385,16384,-17664,-33992,20810
2576,2576,0,-8205,-14189,8188,25088,-26015,9710
2577,2577,0,-11596,-8189,-8196,22528,11835,1992
2578,2578,0,-14197,3,-16385,-20736,4788,4701
2579,2579,0,-15830,8197,-8191,-27136,-39029,5310
2580,2580,0,-16385,14193,8193,14848,-40916,-5111
2581,2581,0,-15826,16384,16384,29952,7607,-14702
2582,2582,0,-14189,14183,8188,-8192,26414,-10963
2583,2583,0,-11584,8182,-8196,-31744,-13243,-2990
2584,2584,0,-8189,-13,-16385,2048,-41286,-5927
2585,2585,0,-4238,-8205,-8191,32256,-10245,-15508
2586,2586,0,3,-14197,8193,5120,21867,-16131
2587,2587,0,4245,-16385,16384,-31232,72,-8648
2588,2588,0,8197,-14189,8188,-11264,-31084,-7549
2589,2589,0,11589,-8189,-8196,28928,-8115,-14377
2590,2590,0,14193,3,-16385,17664,34373,-14609
2591,2591,0,15827,8197,-8191,-25088,27761,-4190
2592,2592,0,16384,14193,8193,-22528,-7211,3274
2593,2593,0,15823,16384,16384,20736,3000,1062
2594,2594,0,14183,14183,8188,27136,48847,1679
2595,2595,0,11578,8182,-8196,-14848,50457,13680
2596,2596,0,8182,-13,-16385,-29952,-1228,24584
2597,2597,0,4230,-8205,-8191,8192,-25874,21204
2598,2598,0,-13,-14197,8193,31744,6271,12085
2599,2599,0,-4254,-16385,16384,-2048,26680,12142
2600,2600,0,-8205,-14189,8188,-32256,-10399,17294
2601,2601,0,-11596,-8189,-8196,-5120,-45509,12532
2602,2602,0,-14197,3,-16385,31232,-22860,-412
2603,2603,0,-15830,8197,-8191,11264,12939,-6076
2604,2604,0,-16385,14193,8193,-28928,-2516,-2082
2605,2605,0,-15826,16384,16384,-17664,-36169,-2451
2606,2606,0,-14189,14183,8188,25088,-21202,-11187
2607,2607,0,-11584,8182,-8196,22528,20037,-15090
2608,2608,0,-8189,-13,-16385,-20736,12986,-8195
2609,2609,0,-4238,-8205,-8191,-27136,-33029,-3925
2610,2610,0,3,-14197,8193,14848,-37525,-11692
2611,2611,0,4245,-16385,16384,29952,9800,-19612
2612,2612,0,8197,-14189,8188,-8192,30100,-14711
2613,2613,0,11589,-8189,-8196,-31744,-5043,-5348
2614,2614,0,14193,3,-16385,2048,-26299,-5941
2615,2615,0,15827,8197,-8191,32256,12145,-11774
2616,2616,0,16384,14193,8193,5120,50133,-7266
2617,2617,0,15823,16384,16384,-31232,30648,6175
2618,2618,0,14183,14183,8188,-11264,-3121,13065
2619,2619,0,11578,8182,-8196,28928,12057,10651
2620,2620,0,8182,-13,-16385,17664,42548,12333
2621,2621,0,4230,-8205,-8191,-25088,21742,21428
2622,2622,0,-13,-14197,8193,-22528,-27009,24185
2623,2623,0,-4254,-16385,16384,20736,-27592,14409
2624,2624,0,-8205,-14189,8188,27136,12385,5709
2625,2625,0,-11596,-8189,-8196,-14848,13883,8091
2626,2626,0,-14197,3,-16385,-29952,-32588,10550
2627,2627,0,-15830,8197,-8191,8192,-48245,1084
2628,2628,0,-16385,14193,8193,31744,-5588,-11113
2629,2629,0,-15826,16384,16384,-2048,24503,-11121
2630,2630,0,-14189,14183,8188,-32256,-5586,-3606
2631,2631,0,-11584,8182,-8196,-5120,-37307,-4552
2632,2632,0,-8189,-13,-16385,31232,-14662,-13310
2633,2633,0,-4238,-8205,-8191,11264,18939,-15312
2634,2634,0,3,-14197,8193,-28928,875,-8664
2635,2635,0,4245,-16385,16384,-17664,-33976,-7363
2636,2636,0,8197,-14189,8188,25088,-17516,-14937
2637,2637,0,11589,-8189,-8196,22528,28237,-17449
2638,2638,0,14193,3,-16385,-20736,27973,-8209
2639,2639,0,15827,8197,-8191,-27136,-10639,-190
2640,2640,0,16384,14193,8193,14848,-9259,-2826
2641,2641,0,15823,16384,16384,29952,40376,-4788
2642,2642,0,14183,14183,8188,-8192,58063,5904
2643,2643,0,11578,8182,-8196,-31744,15129,19681
2644,2644,0,8182,-13,-16385,2048,-18124,21003
2645,2645,0,4230,-8205,-8191,32256,6126,13846
2646,2646,0,-13,-14197,8193,5120,30335,13646
2647,2647,0,-4254,-16385,16384,-31232,56,19524
2648,2648,0,-8205,-14189,8188,-11264,-39583,17097
2649,2649,0,-11596,-8189,-8196,28928,-24517,5064
2650,2650,0,-14197,3,-16385,17664,11188,-1699
2651,2651,0,-15830,8197,-8191,-25088,-629,1310
2652,2652,0,-16385,14193,8193,-22528,-38868,989
2653,2653,0,-15826,16384,16384,20736,-29769,-8852
2654,2654,0,-14189,14183,8188,27136,17198,-15188
2655,2655,0,-11584,8182,-8196,-14848,22085,-8990
2656,2656,0,-8189,-13,-16385,-29952,-24390,-2345
2657,2657,0,-4238,-8205,-8191,8192,-42245,-8150
2658,2658,0,3,-14197,8193,31744,-2197,-17693
2659,2659,0,4245,-16385,16384,-2048,26696,-16031
2660,2660,0,8197,-14189,8188,-32256,-1900,-7354
2661,2661,0,11589,-8189,-8196,-5120,-29107,-6910
2662,2662,0,14193,3,-16385,31232,325,-13323
2663,2663,0,15827,8197,-8191,11264,41329,-11577
2664,2664,0,16384,14193,8193,-28928,29141,202
2665,2665,0,15823,16384,16384,-17664,-3400,7462
2666,2666,0,14183,14183,8188,25088,10447,5679
2667,2667,0,11578,8182,-8196,22528,48409,7580
2668,2668,0,8182,-13,-16385,-20736,36148,18734
2669,2669,0,4230,-8205,-8191,-27136,-16658,25429
2670,2670,0,-13,-14197,8193,14848,-29057,18085
2671,2671,0,-4254,-16385,16384,29952,9784,8560
2672,2672,0,-8205,-14189,8188,-8192,21601,9936
2673,2673,0,-11596,-8189,-8196,-31744,-21445,14094
2674,2674,0,-14197,3,-16385,2048,-49484,6971
2675,2675,0,-15830,8197,-8191,32256,-16245,-6272
2676,2676,0,-16385,14193,8193,5120,18476,-9550
2677,2677,0,-15826,16384,16384,-31232,-2121,-3738
2678,2678,0,-14189,14183,8188,-11264,-34770,-3801
2679,2679,0,-11584,8182,-8196,28928,-16315,-12019
2680,2680,0,-8189,-13,-16385,17664,19386,-14596
2681,2681,0,-4238,-8205,-8191,-25088,5371,-7925
2682,2682,0,3,-14197,8193,-22528,-35477,-5592
2683,2683,0,4245,-16385,16384,20736,-27576,-13763
2684,2684,0,8197,-14189,8188,27136,20884,-18937
2685,2685,0,11589,-8189,-8196,-14848,30285,-11349
2686,2686,0,14193,3,-16385,-29952,-9403,-2360
2687,2687,0,15827,8197,-8191,8192,-19855,-4416
2688,2688,0,16384,14193,8193,31744,26069,-8828
2689,2689,0,15823,16384,16384,-2048,57272,-1208
2690,2690,0,14183,14183,8188,-32256,26063,13261
2691,2691,0,11578,8182,-8196,-5120,-8935,18119
2692,2692,0,8182,-13,-16385,31232,8500,13620
2693,2693,0,4230,-8205,-8191,11264,35310,14042
2694,2694,0,-13,-14197,8193,-28928,9343,21114
2695,2695,0,-4254,-16385,16384,-17664,-33992,20810
2696,2696,0,-8205,-14189,8188,25088,-26015,9710
2697,2697,0,-11596,-8189,-8196,22528,11835,1992
2698,2698,0,-14197,3,-16385,-20736,4788,4701
2699,2699,0,-15830,8197,-8191,-27136,-39029,5310
2700,2700,0,-16385,14193,8193,14848,-40916,-5111
2701,2701,0,-15826,16384,16384,29952,7607,-14702
2702,2702,0,-14189,14183,8188,-8192,26414,-10963
2703,2703,0,-11584,8182,-8196,-31744,-13243,-2990
2704,2704,0,-8189,-13,-16385,2048,-41286,-5927
2705,2705,0,-4238,-8205,-8191,32256,-10245,-15508
2706,2706,0,3,-14197,8193,5120,21867,-16131
2707,2707,0,4245,-16385,16384,-31232,72,-8648
2708,2708,0,8197,-14189,8188,-11264,-31084,-7549
2709,2709,0,11589,-8189,-8196,28928,-8115,-14377
2710,2710,0,14193,3,-16385,17664,34373,-14609
2711,2711,0,15827,8197,-8191,-25088,27761,-4190
2712,2712,0,16384,14193,8193,-22528,-7211,3274
2713,2713,0,15823,16384,16384,20736,3000,1062
2714,2714,0,14183,14183,8188,27136,48847,1679
2715,2715,0,11578,8182,-8196,-14848,50457,13680
2716,2716,0,8182,-13,-16385,-29952,-1228,24584
2717,2717,0,4230,-8205,-8191,8192,-25874,21204
2718,2718,0,-13,-14197,8193,31744,6271,12085
2719,2719,0,-4254,-16385,16384,-2048,26680,12142
2720,2720,0,-8205,-14189,8188,-32256,-10399,17294
